,l,n_nodes,sim
489,4,0,
490,4,0,
491,4,0,
492,4,0,
493,4,0,
494,4,0,
495,4,0,
496,4,0,
497,4,0,
498,4,0,
499,4,0,
500,5,0,
501,5,0,
502,5,0,
503,5,0,
504,5,0,
505,5,0,
506,5,0,
507,5,0,
508,5,0,
509,5,0,
510,5,0,
511,5,0,
512,5,0,
513,5,0,
514,5,0,
515,5,0,
516,5,0,
517,5,0,
518,5,0,
519,5,0,
520,5,0,
521,5,0,
522,5,0,
523,5,0,
524,5,0,
525,5,0,
526,5,0,
527,5,0,
528,5,0,
529,5,0,
530,5,0,
531,5,0,
532,5,0,
533,5,0,
534,5,0,
535,5,0,
536,5,0,
537,5,0,
538,5,0,
539,5,0,
540,5,0,
541,5,0,
542,5,0,
543,5,0,
544,5,0,
545,5,0,
546,5,0,
547,5,0,
548,5,0,
549,5,0,
550,5,0,
551,5,0,
552,5,0,
553,5,0,
554,5,0,
555,5,0,
556,5,0,
557,5,0,
558,5,0,
559,5,0,
560,5,0,
561,5,0,
562,5,0,
563,5,0,
564,5,0,
565,5,0,
566,5,0,
567,5,0,
568,5,0,
569,5,0,
570,5,0,
571,5,0,
572,5,0,
573,5,0,
574,5,0,
575,5,0,
576,5,0,
577,5,0,
578,5,0,
579,5,0,
580,5,0,
581,5,0,
582,5,0,
583,5,0,
584,5,0,
585,5,0,
586,5,0,
587,5,0,
588,5,0,
589,5,0,
590,5,0,
591,5,0,
592,5,0,
593,5,0,
594,5,0,
595,5,0,
596,5,0,
597,5,0,
598,5,0,
599,5,0,
600,6,0,
601,6,0,
602,6,0,
603,6,0,
604,6,0,
605,6,0,
606,6,0,
607,6,0,
608,6,0,
609,6,0,
610,6,0,
611,6,0,
612,6,0,
613,6,0,
614,6,0,
615,6,0,
616,6,0,
617,6,0,
618,6,0,
619,6,0,
620,6,0,
621,6,0,
622,6,0,
623,6,0,
624,6,0,
625,6,0,
626,6,0,
627,6,0,
628,6,0,
629,6,0,
630,6,0,
631,6,0,
632,6,0,
633,6,0,
634,6,0,
635,6,0,
636,6,0,
637,6,0,
638,6,0,
639,6,0,
640,6,0,
641,6,0,
642,6,0,
643,6,0,
644,6,0,
645,6,0,
646,6,0,
647,6,0,
648,6,0,
649,6,0,
650,6,0,
651,6,0,
652,6,0,
653,6,0,
654,6,0,
655,6,0,
656,6,0,
657,6,0,
658,6,0,
659,6,0,
660,6,0,
661,6,0,
662,6,0,
663,6,0,
664,6,0,
665,6,0,
666,6,0,
667,6,0,
668,6,0,
669,6,0,
670,6,0,
671,6,0,
672,6,0,
673,6,0,
674,6,0,
675,6,0,
676,6,0,
677,6,0,
678,6,0,
679,6,0,
680,6,0,
681,6,0,
682,6,0,
683,6,0,
684,6,0,
685,6,0,
686,6,0,
687,6,0,
688,6,0,
689,6,0,
690,6,0,
691,6,0,
692,6,0,
693,6,0,
694,6,0,
695,6,0,
696,6,0,
697,6,0,
698,6,0,
699,6,0,
700,0,12,1.0
701,0,13,1.0
702,0,5,1.0
703,0,9,1.0
704,0,5,1.0
705,0,0,
706,0,5,1.0
707,0,14,1.0
708,0,5,1.0
709,0,5,1.0
710,0,0,
711,0,10,1.0
712,0,11,1.0
713,0,5,1.0
714,0,5,1.0
715,0,10,1.0
716,0,6,1.0
717,0,5,1.0
718,0,5,1.0
719,0,14,1.0
720,0,8,1.0
721,0,9,1.0
722,0,5,1.0
723,0,0,
724,0,0,
725,0,9,1.0
726,0,5,1.0
727,0,10,1.0
728,0,10,1.0
729,0,10,1.0
730,0,0,
731,0,0,
732,0,0,
733,0,5,1.0
734,0,9,1.0
735,0,5,1.0
736,0,5,1.0
737,0,16,1.0
738,0,5,1.0
739,0,0,
740,0,12,1.0
741,0,5,1.0
742,0,5,1.0
743,0,12,1.0
744,0,5,1.0
745,0,5,1.0
746,0,14,1.0
747,0,0,
748,0,7,1.0
749,0,0,
750,0,5,1.0
751,0,0,
752,0,5,1.0
753,0,5,1.0
754,0,5,1.0
755,0,14,1.0
756,0,15,1.0
757,0,5,1.0
758,0,10,1.0
759,0,5,1.0
760,0,5,1.0
761,0,5,1.0
762,0,10,1.0
763,0,0,
764,0,5,1.0
765,0,5,1.0
766,0,10,1.0
767,0,5,1.0
768,0,10,1.0
769,0,5,1.0
770,0,16,1.0
771,0,5,1.0
772,0,0,
773,0,10,1.0
774,0,5,1.0
775,0,5,1.0
776,0,0,
777,0,5,1.0
778,0,20,1.0
779,0,10,1.0
780,0,5,1.0
781,0,9,1.0
782,0,0,
783,0,6,1.0
784,0,12,1.0
785,0,8,1.0
786,0,5,1.0
787,0,9,1.0
788,0,0,
789,0,14,1.0
790,0,0,
791,0,12,1.0
792,0,0,
793,0,5,1.0
794,0,5,1.0
795,0,0,
796,0,5,1.0
797,0,14,1.0
798,0,5,1.0
799,0,15,1.0
800,1,4,0.7071067811865475
801,1,4,0.7071067811865475
802,1,8,0.7071067811865475
803,1,0,
804,1,9,0.7071067811865475
805,1,4,0.7071067811865475
806,1,4,0.7071067811865475
807,1,0,
808,1,4,0.7071067811865475
809,1,10,0.7071067811865475
810,1,8,0.7071067811865475
811,1,0,
812,1,7,0.7071067811865475
813,1,4,0.7071067811865475
814,1,0,
815,1,5,0.7071067811865475
816,1,0,
817,1,11,0.7071067811865475
818,1,4,0.7071067811865475
819,1,0,
820,1,4,0.7071067811865475
821,1,8,0.7071067811865475
822,1,8,0.7071067811865475
823,1,4,0.7071067811865475
824,1,7,0.7071067811865475
825,1,4,0.7071067811865475
826,1,7,0.7071067811865475
827,1,0,
828,1,11,0.7071067811865475
829,1,0,
830,1,4,0.7071067811865475
831,1,0,
832,1,0,
833,1,4,0.7071067811865475
834,1,4,0.7071067811865475
835,1,8,0.7071067811865475
836,1,0,
837,1,4,0.7071067811865475
838,1,4,0.7071067811865475
839,1,4,0.7071067811865475
840,1,4,0.7071067811865475
841,1,4,0.7071067811865475
842,1,0,
843,1,4,0.7071067811865475
844,1,0,
845,1,7,0.7071067811865475
846,1,4,0.7071067811865475
847,1,4,0.7071067811865475
848,1,0,
849,1,4,0.7071067811865475
850,1,7,0.8660254037844387
851,1,4,0.7071067811865475
852,1,8,0.7071067811865475
853,1,8,0.7071067811865475
854,1,11,0.7071067811865475
855,1,0,
856,1,8,0.7071067811865475
857,1,6,0.7071067811865475
858,1,4,0.7071067811865475
859,1,0,
860,1,0,
861,1,4,0.7071067811865475
862,1,4,0.7071067811865475
863,1,5,0.7071067811865475
864,1,5,0.7071067811865475
865,1,11,0.7071067811865475
866,1,0,
867,1,0,
868,1,7,0.7071067811865475
869,1,0,
870,1,8,0.7071067811865475
871,1,4,0.7071067811865475
872,1,4,0.7071067811865475
873,1,4,0.7071067811865475
874,1,8,0.7071067811865475
875,1,4,0.7071067811865475
876,1,4,0.7071067811865475
877,1,8,0.7071067811865475
878,1,7,0.7071067811865475
879,1,8,0.7071067811865475
880,1,8,0.7071067811865475
881,1,0,
882,1,0,
883,1,9,0.7071067811865475
884,1,0,
885,1,4,0.7071067811865475
886,1,4,0.7071067811865475
887,1,0,
888,1,12,0.7071067811865475
889,1,11,0.7071067811865475
890,1,4,0.7071067811865475
891,1,0,
892,1,4,0.7071067811865475
893,1,0,
894,1,0,
895,1,0,
896,1,0,
897,1,9,0.7071067811865475
898,1,7,0.7071067811865475
899,1,0,
900,2,5,0.5
901,2,3,0.5
902,2,8,0.5
903,2,7,0.5
904,2,0,
905,2,3,0.5
906,2,3,0.5
907,2,3,0.5
908,2,3,0.5
909,2,3,0.5
910,2,3,0.5
911,2,5,0.5
912,2,3,0.5
913,2,0,
914,2,0,
915,2,6,0.5
916,2,8,0.5
917,2,3,0.5
918,2,3,0.5
919,2,5,0.5
920,2,3,0.5
921,2,6,0.5
922,2,7,0.5
923,2,8,0.5
924,2,7,0.5
925,2,3,0.5
926,2,3,0.5
927,2,6,0.5
928,2,6,0.5
929,2,3,0.5
930,2,0,
931,2,0,
932,2,0,
933,2,0,
934,2,6,0.5
935,2,6,0.5
936,2,0,
937,2,3,0.7071067811865475
938,2,0,
939,2,8,0.5
940,2,10,0.5
941,2,4,0.5
942,2,0,
943,2,0,
944,2,3,0.5
945,2,3,0.5
946,2,5,0.5
947,2,7,0.5
948,2,0,
949,2,3,0.5
950,2,3,0.5
951,2,0,
952,2,0,
953,2,3,0.7071067811865475
954,2,3,0.5
955,2,5,0.5
956,2,6,0.6123724356957945
957,2,5,0.5
958,2,3,0.5
959,2,0,
960,2,6,0.5
961,2,3,0.5
962,2,3,0.5
963,2,6,0.5
964,2,4,0.5
965,2,3,0.5
966,2,6,0.5
967,2,3,0.5
968,2,0,
969,2,0,
970,2,3,0.5
971,2,8,0.5
972,2,3,0.5
973,2,0,
974,2,3,0.5
975,2,0,
976,2,8,0.5
977,2,5,0.5
978,2,3,0.5
979,2,4,0.5
980,2,3,0.5
981,2,6,0.5
982,2,0,
983,2,6,0.5
984,2,8,0.5
985,2,6,0.6123724356957945
986,2,0,
987,2,5,0.5
988,2,0,
989,2,0,
990,2,6,0.5773502691896258
991,2,5,0.5
992,2,7,0.5
993,2,6,0.5
994,2,3,0.5
995,2,0,
996,2,3,0.5
997,2,3,0.5
998,2,3,0.5
999,2,5,0.5
1000,3,4,0.35355339059327373
1001,3,5,0.35355339059327373
1002,3,2,0.35355339059327373
1003,3,6,0.35355339059327373
1004,3,0,
1005,3,2,0.35355339059327373
1006,3,2,0.35355339059327373
1007,3,2,0.35355339059327373
1008,3,0,
1009,3,4,0.35355339059327373
1010,3,2,0.35355339059327373
1011,3,0,
1012,3,4,0.408248290463863
1013,3,2,0.35355339059327373
1014,3,0,
1015,3,2,0.35355339059327373
1016,3,2,0.35355339059327373
1017,3,2,0.35355339059327373
1018,3,2,0.35355339059327373
1019,3,0,
1020,3,4,0.35355339059327373
1021,3,2,0.35355339059327373
1022,3,0,
1023,3,4,0.35355339059327373
1024,3,5,0.35355339059327373
1025,3,5,0.35355339059327373
1026,3,2,0.35355339059327373
1027,3,2,0.35355339059327373
1028,3,2,0.35355339059327373
1029,3,2,0.35355339059327373
1030,3,2,0.35355339059327373
1031,3,3,0.35355339059327373
1032,3,2,0.35355339059327373
1033,3,2,0.35355339059327373
1034,3,2,0.35355339059327373
1035,3,4,0.35355339059327373
1036,3,2,0.35355339059327373
1037,3,0,
1038,3,0,
1039,3,5,0.408248290463863
1040,3,0,
1041,3,4,0.35355339059327373
1042,3,2,0.35355339059327373
1043,3,3,0.35355339059327373
1044,3,4,0.35355339059327373
1045,3,3,0.35355339059327373
1046,3,2,0.35355339059327373
1047,3,0,
1048,3,0,
1049,3,5,0.35355339059327373
1050,3,0,
1051,3,0,
1052,3,2,0.35355339059327373
1053,3,2,0.35355339059327373
1054,3,2,0.35355339059327373
1055,3,0,
1056,3,0,
1057,3,3,0.35355339059327373
1058,3,2,0.35355339059327373
1059,3,2,0.4330127018922194
1060,3,6,0.35355339059327373
1061,3,0,
1062,3,2,0.35355339059327373
1063,3,3,0.35355339059327373
1064,3,2,0.35355339059327373
1065,3,0,
1066,3,0,
1067,3,4,0.35355339059327373
1068,3,2,0.35355339059327373
1069,3,2,0.5
1070,3,2,0.35355339059327373
1071,3,2,0.35355339059327373
1072,3,2,0.35355339059327373
1073,3,5,0.35355339059327373
1074,3,5,0.35355339059327373
1075,3,2,0.35355339059327373
1076,3,3,0.35355339059327373
1077,3,5,0.35355339059327373
1078,3,0,
1079,3,4,0.35355339059327373
1080,3,2,0.35355339059327373
1081,3,3,0.35355339059327373
1082,3,0,
1083,3,2,0.35355339059327373
1084,3,4,0.35355339059327373
1085,3,2,0.35355339059327373
1086,3,2,0.35355339059327373
1087,3,0,
1088,3,5,0.35355339059327373
1089,3,3,0.35355339059327373
1090,3,0,
1091,3,5,0.35355339059327373
1092,3,4,0.5
1093,3,0,
1094,3,5,0.408248290463863
1095,3,3,0.35355339059327373
1096,3,4,0.35355339059327373
1097,3,2,0.35355339059327373
1098,3,2,0.35355339059327373
1099,3,5,0.35355339059327373
1100,4,1,0.25
1101,4,2,0.25
1102,4,0,
1103,4,2,0.25
1104,4,1,0.25
1105,4,2,0.30618621784789735
1106,4,2,0.25
1107,4,1,0.25
1108,4,2,0.25
1109,4,2,0.25
1110,4,2,0.25
1111,4,2,0.30618621784789735
1112,4,0,
1113,4,1,0.25
1114,4,1,0.25
1115,4,2,0.25
1116,4,1,0.25
1117,4,0,
1118,4,1,0.25
1119,4,1,0.25
1120,4,1,0.25
1121,4,0,
1122,4,1,0.35355339059327373
1123,4,2,0.25
1124,4,0,
1125,4,0,
1126,4,0,
1127,4,0,
1128,4,1,0.25
1129,4,2,0.25
1130,4,0,
1131,4,1,0.25
1132,4,1,0.25
1133,4,2,0.25
1134,4,1,0.25
1135,4,0,
1136,4,0,
1137,4,1,0.25
1138,4,1,0.25
1139,4,1,0.35355339059327373
1140,4,1,0.35355339059327373
1141,4,0,
1142,4,0,
1143,4,1,0.25
1144,4,0,
1145,4,2,0.25
1146,4,1,0.25
1147,4,1,0.25
1148,4,1,0.25
1149,4,0,
1150,4,2,0.25
1151,4,1,0.25
1152,4,0,
1153,4,2,0.25
1154,4,1,0.25
1155,4,0,
1156,4,1,0.25
1157,4,0,
1158,4,1,0.25
1159,4,1,0.25
1160,4,0,
1161,4,1,0.25
1162,4,0,
1163,4,1,0.25
1164,4,1,0.25
1165,4,1,0.25
1166,4,1,0.25
1167,4,0,
1168,4,2,0.25
1169,4,0,
1170,4,2,0.30618621784789735
1171,4,2,0.25
1172,4,0,
1173,4,1,0.25
1174,4,0,
1175,4,2,0.25
1176,4,1,0.25
1177,4,1,0.25
1178,4,1,0.25
1179,4,1,0.25
1180,4,1,0.30618621784789735
1181,4,2,0.25
1182,4,1,0.25
1183,4,2,0.25
1184,4,2,0.25
1185,4,0,
1186,4,0,
1187,4,0,
1188,4,2,0.25
1189,4,2,0.25
1190,4,1,0.25
1191,4,1,0.25
1192,4,1,0.35355339059327373
1193,4,1,0.30618621784789735
1194,4,1,0.25
1195,4,2,0.30618621784789735
1196,4,1,0.25
1197,4,2,0.30618621784789735
1198,4,0,
1199,4,0,
1200,5,1,0.17677669529663687
1201,5,1,0.25
1202,5,0,
1203,5,1,0.17677669529663687
1204,5,2,0.17677669529663687
1205,5,0,
1206,5,1,0.17677669529663687
1207,5,0,
1208,5,0,
1209,5,1,0.25
1210,5,1,0.17677669529663687
1211,5,1,0.17677669529663687
1212,5,1,0.25
1213,5,1,0.17677669529663687
1214,5,1,0.25
1215,5,1,0.30618621784789735
1216,5,1,0.17677669529663687
1217,5,1,0.17677669529663687
1218,5,0,
1219,5,1,0.17677669529663687
1220,5,1,0.17677669529663687
1221,5,0,
1222,5,0,
1223,5,2,0.2165063509461097
1224,5,1,0.25
1225,5,1,0.17677669529663687
1226,5,0,
1227,5,1,0.17677669529663687
1228,5,2,0.25
1229,5,1,0.25
1230,5,2,0.25
1231,5,1,0.17677669529663687
1232,5,1,0.17677669529663687
1233,5,1,0.25
1234,5,1,0.17677669529663687
1235,5,0,
1236,5,2,0.25
1237,5,0,
1238,5,1,0.17677669529663687
1239,5,1,0.17677669529663687
1240,5,1,0.25
1241,5,2,0.17677669529663687
1242,5,0,
1243,5,1,0.17677669529663687
1244,5,0,
1245,5,2,0.17677669529663687
1246,5,1,0.25
1247,5,1,0.17677669529663687
1248,5,2,0.17677669529663687
1249,5,0,
1250,5,2,0.2165063509461097
1251,5,1,0.17677669529663687
1252,5,2,0.17677669529663687
1253,5,0,
1254,5,2,0.17677669529663687
1255,5,1,0.17677669529663687
1256,5,2,0.2165063509461097
1257,5,2,0.2165063509461097
1258,5,1,0.17677669529663687
1259,5,1,0.25
1260,5,0,
1261,5,1,0.17677669529663687
1262,5,1,0.17677669529663687
1263,5,1,0.17677669529663687
1264,5,0,
1265,5,0,
1266,5,2,0.2165063509461097
1267,5,1,0.17677669529663687
1268,5,1,0.25
1269,5,1,0.25
1270,5,1,0.25
1271,5,0,
1272,5,1,0.17677669529663687
1273,5,1,0.17677669529663687
1274,5,1,0.25
1275,5,1,0.17677669529663687
1276,5,2,0.17677669529663687
1277,5,1,0.17677669529663687
1278,5,0,
1279,5,0,
1280,5,1,0.17677669529663687
1281,5,0,
1282,5,0,
1283,5,0,
1284,5,1,0.17677669529663687
1285,5,0,
1286,5,1,0.25
1287,5,1,0.25
1288,5,2,0.25
1289,5,1,0.17677669529663687
1290,5,1,0.30618621784789735
1291,5,1,0.17677669529663687
1292,5,1,0.17677669529663687
1293,5,1,0.17677669529663687
1294,5,1,0.17677669529663687
1295,5,1,0.25
1296,5,0,
1297,5,1,0.17677669529663687
1298,5,0,
1299,5,2,0.17677669529663687
1300,6,0,
1301,6,0,0.17677669529663687
1302,6,0,0.125
1303,6,0,0.17677669529663687
1304,6,0,0.17677669529663687
1305,6,0,0.17677669529663687
1306,6,0,
1307,6,0,0.17677669529663687
1308,6,0,0.125
1309,6,0,0.17677669529663687
1310,6,0,0.125
1311,6,0,
1312,6,0,0.125
1313,6,0,
1314,6,0,0.125
1315,6,0,0.125
1316,6,0,0.125
1317,6,0,0.17677669529663687
1318,6,0,0.2165063509461097
1319,6,0,0.125
1320,6,0,0.125
1321,6,0,0.25
1322,6,0,0.17677669529663687
1323,6,0,0.17677669529663687
1324,6,0,0.125
1325,6,0,0.125
1326,6,0,0.125
1327,6,0,0.17677669529663687
1328,6,0,
1329,6,0,0.2165063509461097
1330,6,0,
1331,6,0,0.125
1332,6,0,0.17677669529663687
1333,6,0,0.125
1334,6,0,0.125
1335,6,0,0.2165063509461097
1336,6,0,0.125
1337,6,0,0.2165063509461097
1338,6,0,0.17677669529663687
1339,6,0,0.125
1340,6,0,0.17677669529663687
1341,6,0,0.125
1342,6,0,
1343,6,0,
1344,6,0,0.125
1345,6,0,0.17677669529663687
1346,6,0,0.25
1347,6,0,
1348,6,0,0.125
1349,6,0,
1350,6,0,0.125
1351,6,0,
1352,6,0,0.125
1353,6,0,0.17677669529663687
1354,6,0,0.2165063509461097
1355,6,0,0.17677669529663687
1356,6,0,0.17677669529663687
1357,6,0,0.2165063509461097
1358,6,0,0.125
1359,6,0,0.125
1360,6,0,
1361,6,0,
1362,6,0,0.125
1363,6,0,
1364,6,0,0.125
1365,6,0,0.2165063509461097
1366,6,0,0.17677669529663687
1367,6,0,
1368,6,0,0.2165063509461097
1369,6,0,
1370,6,0,0.125
1371,6,0,
1372,6,0,0.125
1373,6,0,0.17677669529663687
1374,6,0,
1375,6,0,0.17677669529663687
1376,6,0,
1377,6,0,0.2165063509461097
1378,6,0,0.125
1379,6,0,0.17677669529663687
1380,6,0,0.17677669529663687
1381,6,0,
1382,6,0,0.125
1383,6,0,
1384,6,0,0.125
1385,6,0,
1386,6,0,0.2165063509461097
1387,6,0,0.2165063509461097
1388,6,0,
1389,6,0,
1390,6,0,
1391,6,0,0.17677669529663687
1392,6,0,0.2165063509461097
1393,6,0,0.17677669529663687
1394,6,0,0.2165063509461097
1395,6,0,
1396,6,0,0.125
1397,6,0,
1398,6,0,
1399,6,0,0.2165063509461097
1400,0,14,1.0
1401,0,5,1.0
1402,0,12,1.0
1403,0,5,1.0
1404,0,20,1.0
1405,0,10,1.0
1406,0,5,1.0
1407,0,20,1.0
1408,0,14,1.0
1409,0,17,1.0
1410,0,11,1.0
1411,0,18,1.0
1412,0,21,1.0
1413,0,20,1.0
1414,0,10,1.0
1415,0,16,1.0
1416,0,6,1.0
1417,0,14,1.0
1418,0,5,1.0
1419,0,5,1.0
1420,0,9,1.0
1421,0,18,1.0
1422,0,14,1.0
1423,0,0,
1424,0,20,1.0
1425,0,8,1.0
1426,0,17,1.0
1427,0,8,1.0
1428,0,17,1.0
1429,0,14,1.0
1430,0,10,1.0
1431,0,18,1.0
1432,0,11,1.0
1433,0,5,1.0
1434,0,0,
1435,0,19,1.0
1436,0,5,1.0
1437,0,12,1.0
1438,0,0,
1439,0,19,1.0
1440,0,8,1.0
1441,0,14,1.0
1442,0,20,1.0
1443,0,11,1.0
1444,0,19,1.0
1445,0,14,1.0
1446,0,9,1.0
1447,0,19,0.9999999999999999
1448,0,10,1.0
1449,0,8,1.0
1450,0,9,1.0
1451,0,12,1.0
1452,0,10,1.0
1453,0,9,1.0
1454,0,18,1.0
1455,0,18,1.0
1456,0,0,
1457,0,10,1.0
1458,0,5,1.0
1459,0,16,1.0
1460,0,17,1.0
1461,0,5,1.0
1462,0,14,1.0
1463,0,9,1.0
1464,0,9,1.0
1465,0,0,
1466,0,16,1.0
1467,0,7,1.0
1468,0,20,1.0
1469,0,8,1.0
1470,0,9,1.0
1471,0,18,1.0
1472,0,14,1.0
1473,0,5,1.0
1474,0,5,1.0
1475,0,14,1.0
1476,0,13,1.0
1477,0,24,1.0
1478,0,24,1.0
1479,0,12,1.0
1480,0,16,1.0
1481,0,16,1.0
1482,0,10,1.0
1483,0,5,1.0
1484,0,27,1.0
1485,0,10,1.0
1486,0,10,1.0
